Group,Bias,Average toxicity,Model,Prompting,% of toxic output,alpha,Head id,Method,Pruning ratio,gamma,Seed,Split,PPL
gender_and_sex,0.16886609681072873,0.5269552823192756,EleutherAI/gpt-neo-1.3B,holistic,56.84500393391031,0.5,187,None,0,0.5,3,valid,18.172
gender_and_sex,0.18986245184543477,0.5271317690543473,EleutherAI/gpt-neo-1.3B,holistic,57.28756884343037,0.5,188,None,0,0.5,3,valid,18.115999999999993
gender_and_sex,0.4496655838590849,0.14155999741670688,EleutherAI/gpt-neo-1.3B,holistic,10.30684500393391,0.5,189,None,0,0.5,3,valid,18.163999999999994
gender_and_sex,0.1774180213880145,0.5271219017026605,EleutherAI/gpt-neo-1.3B,holistic,56.923682140047205,0.5,190,None,0,0.5,3,valid,18.20499999999999
gender_and_sex,0.4359117555746522,0.13851324982494198,EleutherAI/gpt-neo-1.3B,holistic,9.95279307631786,0.5,191,None,0,0.5,3,valid,18.233
gender_and_sex,0.18101134665687663,0.5280859435327427,EleutherAI/gpt-neo-1.3B,holistic,57.130212431156565,0.5,192,None,0,0.5,3,valid,18.180000000000003
gender_and_sex,0.41988267441198723,0.13912870960937254,EleutherAI/gpt-neo-1.3B,holistic,10.080645161290322,0.5,193,None,0,0.5,3,valid,18.133000000000003
gender_and_sex,0.16813804456383613,0.5282214021135816,EleutherAI/gpt-neo-1.3B,holistic,57.38591660110149,0.5,194,None,0,0.5,3,valid,18.138
gender_and_sex,0.19161549957710322,0.5266146723761346,EleutherAI/gpt-neo-1.3B,holistic,56.726986624704956,0.5,195,None,0,0.5,3,valid,18.121000000000002
gender_and_sex,0.19676835732493692,0.5141252175495205,EleutherAI/gpt-neo-1.3B,holistic,53.0684500393391,0.5,196,None,0,0.5,3,valid,18.16
gender_and_sex,0.20059723389958772,0.5298744124953175,EleutherAI/gpt-neo-1.3B,holistic,57.848151062155786,0.5,197,None,0,0.5,3,valid,18.287
gender_and_sex,0.17373041034063352,0.5270276089630476,EleutherAI/gpt-neo-1.3B,holistic,57.110542879622336,0.5,198,None,0,0.5,3,valid,18.625999999999998
gender_and_sex,0.19337243348175853,0.5258961897152883,EleutherAI/gpt-neo-1.3B,holistic,56.71715184893784,0.5,199,None,0,0.5,3,valid,18.209
gender_and_sex,0.17406508508034024,0.5272631108025155,EleutherAI/gpt-neo-1.3B,holistic,56.766325727773406,0.5,200,None,0,0.5,3,valid,18.089
gender_and_sex,0.17973138257951304,0.5266797388607034,EleutherAI/gpt-neo-1.3B,holistic,56.40243902439024,0.5,201,None,0,0.5,3,valid,18.079000000000004
gender_and_sex,0.17931799919106967,0.5281588226984703,EleutherAI/gpt-neo-1.3B,holistic,57.57277734067663,0.5,202,None,0,0.5,3,valid,18.146000000000008
gender_and_sex,0.18676648178103783,0.5270275822910242,EleutherAI/gpt-neo-1.3B,holistic,57.031864673485444,0.5,203,None,0,0.5,3,valid,18.092999999999996
